UserId,Number,ResponseId,Trigger,Trigger Devices Copy,Trigger Capabilities,Trigger variables copy,Action,Action Devices,Action Capabilities,Action Variables Copy,Action Inputs,Extra Comment,Frequency,Weeks,Time,Schedule,Execution Indicator,Trigger Conditions
12,106,r-3hwfvibwxm8i4g6,buttonDownPush == true,Button,button,pushed,tvChannel.setTvChannel(channelDown),Smart TV,tvChannel,fixed_number,tvChannel.setTvChannel(channelDown),,MD,Weekend,anytime,Manually-triggered (e.g. |  a button press),"[[2, 6, 9, 11, 13, 16, 22], [], [3, 6, 8, 11, 14, 16, 18, 21], [4, 8, 11, 17, 18, 19], [], [0, 1, 4, 11, 12, 17, 19, 23], [], [], [], [], [2, 3, 4, 5, 10, 16, 20], [5, 8, 9, 10, 11, 15, 21, 22], [], [], [], [], [], [], [], [], [0, 5, 6, 7, 8, 9, 17], [], [], [4, 5, 9, 14, 16, 18, 23], [], [0, 5, 11, 12, 19, 23], [], []]",t_button1.button == 'pushed'
12,108,r-3hwfvibwxm8i4g6,IlluminanceSensor(level) < 5,Illuminance Sensor,illuminance,lesser,FrontDoor_LightBulb(switch) = on,Light Bulb,switch,on,switch1.on(),,FD,Anytime,"17-20,20-6",Executed at random (e.g. |  every time I enter the room),"[[], [5, 18], [], [], [17, 18, 22], [1, 17, 22], [0, 4, 18], [17, 18, 22], [18, 23], [], [1, 19, 20], [], [], [1, 17], [], [], [], [3, 18, 19, 23], [], [0, 4, 17, 18], [], [], [], [], [], [0, 4, 18, 19], [], [1, 18, 19]]",t_illuminanceMeasurement1.illuminance < 5
12,109,r-3hwfvibwxm8i4g6,IlluminanceSensor(level) > 5,Illuminance Sensor,illuminance,greater,FrontDoor_LightBulb(switch) = off,Light Bulb,switch,off,switch1.off(),,FD,Anytime,"6-11,11-13",Executed at random (e.g. |  every time I enter the room),"[[6, 9, 12], [], [], [6, 9, 12], [], [], [6, 12], [], [7, 9, 11, 12], [], [7, 11, 12], [], [], [], [6, 11], [6, 10, 12], [8, 11, 12], [], [], [], [8, 11], [], [], [], [], [8, 11, 12], [], [8, 10, 11]]",t_illuminanceMeasurement1.illuminance > 5
12,110,r-3hwfvibwxm8i4g6,"Refridgerator_WaterFilter(checkFilter) == ""replace""",Water Filter,switch,on,"sendSMS(""Replace Water Filter"")",Phone,notification,notify,notify_phone(),It is actually a refrigerator,NS,Not sure,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [5, 12], [1, 8, 12], [4, 9, 10, 22], [], [], [0, 4, 17], [], [], [22], [], [2, 9, 10, 15, 16], [8, 9, 12, 19], [], [], [], [], [], [], [], []]",t_switch1.switchState.getValue() == 'on'
13,115,r-d6ygcdepfcknxlf,it is night AND I am in the house,Night && Presence Sensor,locationMode && presence,on-presence,switch on the Light Bulb,Light Bulb,switch,on,switch1.on(),,FW,Anytime,17-20,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [17, 18, 19], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [17, 19]]",location.mode == 'night' && t_presenceSensor1.presenceState.getValue() == 'present'
13,116,r-d6ygcdepfcknxlf,Temperature < 68 OR Temperature > 80,Temperature Sensor,temperature,lesser,Turn on the Air Conditioner,Air Conditioner,thermostat,on,thermostat1.auto(),,FD,Weekend,anytime,Executed at random (e.g. |  every time I enter the room),"[[11, 15, 20, 22], [0, 13], [], [], [], [], [1, 2, 21], [], [], [], [], [10, 12, 13, 20, 22], [], [4, 6, 13, 14, 16], [], [], [1, 15, 17], [], [], [], [], [], [1, 5, 19], [6], [8, 12, 18, 23], [], [], [1, 18]]",t_temperatureMeasurement1.currentTemperature.toInteger() < 68 || t_temperatureMeasurement1.currentTemperature.toInteger() > 80
13,117,r-d6ygcdepfcknxlf,Temperature > 74 AND Temperature < 76,Temperature Sensor,temperature,greater,Turn off the Air Conditioner,Air Conditioner,thermostat,off,thermostat1.off(),,FD,Weekend,anytime,Executed at random (e.g. |  every time I enter the room),"[[1, 4, 10, 16], [4, 9, 16], [], [3, 8, 9, 13, 17], [], [], [], [19, 20], [1], [5, 14, 19, 21, 22], [2], [], [], [], [], [], [0, 3, 5, 20, 23], [4, 14, 16, 19], [], [2, 9, 16], [], [2], [], [2, 21], [], [], [], [11, 12, 18]]",t_temperatureMeasurement1.currentTemperature.toInteger() >74 && t_temperatureMeasurement1.currentTemperature.toInteger() < 76
13,118,r-d6ygcdepfcknxlf,Smart TV is On,Smart TV,switch,on,Turn off the Audio Player,Audio Player,switch,off,switch1.off(),,FW,Anytime,"17-20,20-6",Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",t_switch1.switchState.getValue() == 'on'
13,119,r-d6ygcdepfcknxlf,There is nobody in the house,null,locationMode,away,Lock the door,Door Lock,lock,lock,lock1.lock(),,FD,Weekday,anytime,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [6, 7, 14, 23], [], [], [16], [], [2, 3, 9, 22], [0, 3, 5, 8, 10], [], [0, 3], [], [], [], [15, 17], [2, 8, 18, 20], [0, 3, 22], [8], [15], [], [8, 12, 18, 20], [], [], [], [2, 9, 13], [7, 21]]",location.mode == 'away'
13,120,r-d6ygcdepfcknxlf,Glass Break Detector finds a shock,Glass Break Detector,shock,detected,Open the Security Camera,Security Camera,switch,on,switch1.on(),,FW,Anytime,20-6,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [5], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",t_shockSensor1.shock == 'detected'
13,121,r-d6ygcdepfcknxlf,When someone is sleeping,Sleep Monitor,sleeping,sleeping,Turn off the Smart TV AND turn off the Light AND turn on the Smoke Detector,Smart TV && Light Bulb,switch && switch,off-on,switch1.off() && switch2.off(),,FW,Anytime,20-6,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [4, 20], [], [], [], [], [], [], [], [], [], [], [], [], [], [0, 1, 23]]",t_sleepSensor1.sleeping == 'sleeping'
13,122,r-d6ygcdepfcknxlf,Gas sensor reading > Thres OR Moisture Sensor reading > Thres OR Smoke detect outputs YES,Gas Sensor && Moisture Sensor,odorLevel && water,greater-wet,Send alarm,Security Alarm,alarm,both,alarm1.strobe(),,FW,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [1, 2, 22], [], [], [], [], [], [], [], [9, 12, 23], [], [], [], [], [], [8, 13], [5, 14, 16, 19]]",t_odorSensor1.odorLevel > 5 || t_waterSensor1.water == 'wet'
13,123,r-d6ygcdepfcknxlf,Water Leak Detector outputs wet,Water Leak Detector,water,wet,Close the valve,Valve,contact,close,contactSensor1.closed(),,FM,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [11], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [11, 13], [], [], [], [], [], [], []]",t_waterSensor1.water=='wet'
14,124,r-515xv6poxphbd6v,airConditionerMode = auto AND temperature >=75,Air Conditioner,temperature,greater,switch on the air conditioner,Air Conditioner,thermostat,auto,thermostat1.auto(),,MD,Anytime,"13-17,17-20",Executed at random (e.g. |  every time I enter the room),"[[13, 15, 17, 19], [13, 14, 19], [13, 14, 15, 18], [13, 16, 17, 18], [], [13, 17, 18, 19], [], [], [], [], [], [16, 17, 18], [14, 15, 18, 19], [], [13, 15, 16, 17, 19], [], [], [], [14, 15, 16, 17, 18, 19], [13, 14, 16, 17, 18, 19], [], [13, 15, 17], [13, 14, 16, 17, 19], [], [13, 14, 17, 18, 19], [], [14, 15, 16, 17], []]",t_thermostat1.currentTemperature.toInteger() >=75
14,125,r-515xv6poxphbd6v,bottlevolume <=10ml or temperature <=80,Temperature Sensor,temperature,lesser,switch on the Coffee Maker,Coffee Maker,switch,on,switch1.on(),,FW,Weekday,13-Nov,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [11, 12], [12]]",t_temperatureMeasurement1.currentTemperature.toInteger() <= 80
14,126,r-515xv6poxphbd6v,It is 8:00am,Morning,switch,on,Open windowShade,Shades/Blinds,contact,open,contactSensor1.open(),,FD,Anytime,11-Jun,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [8], [], [], [8], [], [], [], [8], [8], [8], [8], [], [8], [], [8], [8], [8], [8], [8], [8], [8], [8], [8], [8], [], [8], []]",t_switch1.switchState.getValue() == 'on'
14,127,r-515xv6poxphbd6v,It is 8:00pm,Night,switch,on,Close windowShade,Shades/Blinds,contact,close,contactSensor1.closed(),,FD,Anytime,17-20,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [20], [], [20], [], [20], [20], [], [20], [20], [], [20], [], [20], [20], [20], [20], [], [], [20], [20], [20], [20], [20], [20], [], [], []]",t_switch1.switchState.getValue() == 'on'
14,128,r-515xv6poxphbd6v,sessionStatus = start AND completionTime = 20min,Timer,switch,on,switch on Gas Stove,Gas Stove,switch,on,switch1.on(),,FW,Weekday,17-20,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [], [17, 18], [], [], [], [], [], [19], [], [], [], [], [], [], [17, 18], [], [], [], [], [], [], [], []]",t_switch1.switchState.getValue() == 'on'
14,129,r-515xv6poxphbd6v,sessionStatus = start AND set a timer or temperature = 180,Timer && Temperature Sensor,switch && temperature,on-fixed_number,switch off the kettle,Kettle,switch,off,switch1.off(),,FD,Weekend,"6-11,17-20",Manually-triggered (e.g. |  a button press),"[[6, 10, 19], [9, 18], [], [], [], [], [], [], [9, 18], [8, 9, 17, 19], [7, 17], [10, 18], [10, 17, 19], [6, 8, 17], [], [8, 19], [6, 7, 18], [8, 10, 19], [], [6, 18], [], [], [6, 17], [], [7, 18], [6, 8, 19], [], []]",t_temperatureMeasurement1.currentTemperature.toInteger() == 180
14,130,r-515xv6poxphbd6v,setRefrigerationSetpoint >=32,Refrigerator,temperature,greater,switch on the Refrigerator,Refrigerator,switch,on,switch1.on(),,FD,Anytime,anytime,Scheduled-time (e.g. |  brew coffee at 7 am),"[[5, 8, 9, 16], [], [], [], [], [21], [], [], [], [], [], [4, 9, 13, 14, 18], [], [], [3, 23], [12], [], [5, 12, 17, 22], [], [15], [1, 17], [], [], [], [0, 4, 8, 17], [], [7, 8, 9], [10, 11]]",t_temperatureMeasurement1.currentTemperature.toInteger() >= 32
14,131,r-515xv6poxphbd6v,sessionStatus = start AND completionTime = 20min,Timer,switch,on,switch on the Rice Cooker,Rice Cooker,switch,on,switch1.on(),,FW,Weekend,13-17,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [13, 14, 15, 16], [], [], [], [], [], [], [], []]",t_switch1.switchState.getValue() == 'on'
14,132,r-515xv6poxphbd6v,water = dry,Water Leak Detector,water,dry,switch off the heater,Heater,switch,off,switch1.off(),,MD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [8, 10, 15, 19, 21, 23], [], [6, 8, 11, 14, 16, 17, 18, 21, 22], [], [], [3, 9, 16, 20, 22], [], [5, 6, 11, 14, 17, 18, 23], [], [1, 4, 8, 14, 22, 23], [], [1, 5, 6, 11, 13, 16, 18, 20], [], [0, 7, 9, 17, 18, 22, 23], [], [1, 3, 7, 14, 18, 22], [], [4, 5, 7, 10, 12, 15], [0, 2, 6, 10, 11, 12, 20], [], [0, 7, 13, 16, 17, 21, 23], [4, 6, 7, 9, 14, 18, 22], [], [], [], [], [1, 4, 5, 6, 8, 10, 12, 22]]",t_waterSensor1.water == 'dry'
14,133,r-515xv6poxphbd6v,water = wet,Water Leak Detector,water,wet,switch on the heater,Heater,switch,on,switch1.on(),,MD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [2, 4, 7, 10, 14, 20], [], [], [0, 3, 5, 7, 17, 18, 23], [7, 8, 9, 13, 16, 17], [4, 5, 6, 8, 9, 10, 12, 20], [], [], [], [], [0, 2, 3, 5, 17, 19], [4, 10, 11, 18, 20], [], [], [4, 8, 12, 16, 20], [2, 3, 4, 5, 9, 11, 14, 22, 23], [], [], [0, 1, 14, 15, 16, 18, 19, 23], [], [], [0, 5, 7, 10, 11, 13, 16], [], [], [], [0, 10, 18, 20, 22, 23]]",t_waterSensor1.water== 'wet'
14,134,r-515xv6poxphbd6v,It is X:am,Night,switch,on,switch on pulse monitor,Pulse Monitor,switch,on,switch1.on(),,FW,Not sure,11-Jun,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [8, 9, 10], [], [], [], [], [], [], [], [], [], [], [], [], [], [6, 8, 9], [], [], [], [], [], [], []]",t_switch1.switchState.getValue() == 'on'
14,135,r-515xv6poxphbd6v,airQuality <= X,Air Purifier,airQuality,lesser,switch on Air Purifier,Air Purifier,switch,on,switch1.on(),,MD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [2, 5, 7, 9, 17, 20, 22, 23], [], [2, 3, 6, 21, 22], [1, 4, 6, 10, 16, 23], [], [1, 3, 6, 7, 14, 17, 19, 20, 22], [], [0, 1, 4, 7, 9, 11, 12, 18, 22], [], [], [], [1, 5, 7, 14, 16, 17, 20, 22], [1, 2, 3, 10, 11, 14, 18, 19], [], [], [], [6, 10, 11, 12, 13, 14, 16, 19, 20], [], [], [3, 4, 7, 8, 10, 15, 20, 21, 22], [], [], [], [], [], [0, 2, 3, 6, 7, 13, 14, 16, 19]]",t_airQualitySensor1.airQuality > 5
15,136,r-3nx4ykulhibisap,the illuminance sensor detects low light levels AND the motion sensor detects motion in the room,Illuminance Sensor && Motion Sensor,illuminance && motion,lesser-active,turn the light bulbs on,Light Bulb,switch,on,switch1.on(),,FD,Anytime,"6-11,20-6",Executed at random (e.g. |  every time I enter the room),"[[1, 10], [3, 9], [], [1, 7], [1, 6, 9], [8, 10, 20], [], [1, 3, 10], [4, 6, 21], [2, 6, 10], [], [6, 22], [9, 10, 22], [], [], [], [], [], [1, 7, 9, 23], [4, 6], [], [2, 6, 22], [6, 7, 21, 22], [9, 22], [], [], [8, 21], []]",t_illuminanceMeasurement1.illuminance< 5&& t_motionSensor1.motion == 'active'
15,137,r-3nx4ykulhibisap,the presence sensor is not detected for more than 24 hours,Presence Sensor,presence,not_present,turn the heater/air conditioning off,Air Conditioner,thermostat,off,thermostat1.off(),more than 24 hours,NS,Weekend,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [0, 4, 15, 16, 23], [], [15, 20, 21], [], [], [], [], [], [], [], [], [], [0, 16, 22], [], [], [], [], [], [0, 1, 14, 21], [], [], [], [2, 4, 7, 9], [], [], [13, 16], [2, 11, 18, 23]]",t_presenceSensor1.presenceState.getValue() == 'present'
15,138,r-3nx4ykulhibisap,the temperature is below 60,Temperature Sensor,temperature,lesser,set the thermostat to 60,Thermostat,thermostat,cool,thermostat1.setHeatingSetpoint(60),,NS,Not sure,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [3, 5], [], [2, 3, 10, 12, 23], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",t_temperatureMeasurement1.currentTemperature.toInteger() < 60
15,139,r-3nx4ykulhibisap,the temperature is above 80,Temperature Sensor,temperature,greater,set the thermostat to 80,Thermostat,thermostat,heat,thermostat1.setHeatingSetpoint(80),,NS,Not sure,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [1, 3], [0, 1, 9, 11, 18], [], [], [], [], [], [], [], [], [], [], [], [], [], [14], [], [], [12, 14, 21], [12, 21], [5, 10, 18, 21], []]",t_temperatureMeasurement1.currentTemperature.toInteger() > 80
15,140,r-3nx4ykulhibisap,(the presence sensor is not detected for more than 1 hour OR the time is between 1AM and 5:30AM) AND the door is unlocked,Presence Sensor && Door Lock,presence && lock,not_present-unlocked,lock the door,Door Lock,lock,lock,lock1.lock(),,FW,Anytime,"11-13,13-17,20-6",Scheduled-time (e.g. |  brew coffee at 7 am) | Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [1, 12, 14], [], [], [], [], [], [], [], [], [], [], [], [], [], [4, 11, 15]]",t_presenceSensor1.presenceState.getValue() == 'not present' && t_lock1.lock== 'unlocked'
15,141,r-3nx4ykulhibisap,the presence sensor is not detected for more than 1 hour,Presence Sensor,presence,not_present,turn all of the switches off,Switches,switch,off,switch1.off(),,FW,Weekday,"11-13,13-17",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [12, 13, 16], [12, 13, 14]]",t_presenceSensor1.presenceState.getValue() == 'not present'
15,142,r-3nx4ykulhibisap,the blinds are closed AND the time is between 10AM and 6PM AND the motion sensor does not detect motion,Shades/Blinds && Motion Sensor,contact && motion,closed-inactive,open the blinds,Shades/Blinds,contact,open,contactSensor1.open(),,FD,Weekday,"6-11,11-13",Scheduled-time (e.g. |  brew coffee at 7 am) | Executed at random (e.g. |  every time I enter the room),"[[8, 10, 11], [], [], [], [6, 10, 12], [], [], [8, 11], [], [6, 12], [], [6, 7, 11], [8, 10, 12], [], [], [6, 12], [], [], [], [], [6, 11], [], [], [], [8, 9, 11], [], [], [6, 7, 11, 12]]",t_contactSensor1.contact== 'closed' && t_motionSensor1.motion == 'inactive'
16,143,r-3xzdlarl09jzqjp,I am not at home AND door opens AND time is later than 5:00,null && Door Sensor,locationMode && door,away-open,turn on the light bulb AND turn on the air conditioner,Light Bulb && Air Conditioner,switch && thermostat,on-auto,switch1.on() && thermostat1.auto(),,FD,Anytime,17-20,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [17, 18], [], [17, 18, 19], [18, 19], [], [], [17, 18, 19], [17, 18], [], [19], [], [18, 19], [], [], [], [18], [], [], [], [19], [17, 19], [], [], [], [17, 19]]",location.mode == 'away' && t_door1.door== 'open'
16,144,r-3xzdlarl09jzqjp,I was at home AND door opens AND I am not at home now,null && Door Sensor,locationMode && door,away-open,turn off the air conditioner,Air Conditioner,thermostat,off,thermostat1.off(),,FD,Anytime,11-Jun,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [7, 8], [6, 10], [], [7], [], [], [7, 8], [10], [], [], [], [7, 9, 10], [], [6, 9], [], [6, 7, 10], [], [6], [7, 9, 10], [7, 8, 10], [8, 9, 10], [7], [6, 9], [], []]",location.mode == 'home' && t_door1.door == 'open'
16,145,r-3xzdlarl09jzqjp,I am home and I clap twice shortly,null,locationMode,home,turn on the speaker,Speaker,switch,on,switch1.on(),,FD,Weekend,"6-11,13-17,17-20",Manually-triggered (e.g. |  a button press),"[[10, 15, 19], [10, 13, 19], [9, 13, 18], [], [], [], [], [8, 13, 18], [7, 15, 19], [10, 14, 18], [6, 14, 19], [], [7, 14, 17], [7, 16, 19], [10, 16, 17], [9, 16, 18], [], [9, 16, 19], [], [], [6, 14, 18], [], [7, 15, 19], [10, 16, 18], [], [], [], [6, 14, 19]]",location.mode == 'home'
17,148,r-2saqrygf5yuztxa,the value of the temperature sensor is above 80,Temperature Sensor,temperature,greater,switch on the air conditioner,Air Conditioner,thermostat,auto,thermostat1.auto(),,MD,Anytime,"11-13,13-17",Executed at random (e.g. |  every time I enter the room),"[[], [11, 13, 15, 16], [], [11, 12, 13, 16], [11, 14, 16], [], [11, 13, 14, 16], [12, 14], [11, 12, 14, 15, 16], [], [], [11, 13, 14, 16], [], [], [], [], [12, 13, 15], [11, 12, 14, 15], [12, 15, 16], [], [12, 13, 15], [], [12, 13, 15], [11, 13, 15], [], [11, 12, 15], [11, 12, 13, 14, 15], []]",t_temperatureMeasurement1.currentTemperature.toInteger() > 80
17,149,r-2saqrygf5yuztxa,the value of the temperature sensor is above 85,Temperature Sensor,temperature,greater,setRapidCooling on,Thermostat,thermostat,rapid_cool,thermostat1.setRapidCooling('on'),,FM,Anytime,13-17,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [14], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",t_temperatureMeasurement1.currentTemperature.toInteger() > 85
17,150,r-2saqrygf5yuztxa,the value of the humidity sensor is above 60,Humidity Sensor,humidity,greater,switch on the humidifier.,Humidifier,switch,on,switch1.on(),,FW,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [5, 6, 9, 10, 22], [], [], [], [], [], [], [8], [], [], [], [], [], [], [], [], [], [], [], [], [], [9, 11, 15, 21]]",t_relativeHumidityMeasurement1.humidity>60
17,151,r-2saqrygf5yuztxa,It is NIGHT and the value of the illuminance is low,Night && Illuminance Sensor,switch  && illuminance,on-lesser,switch on the light bulbs and set colorMode warm,Light Bulb,colorValue,fixed_number,switch1.on() && switch1.setHue(25),,MD,Anytime,"17-20,20-6",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [4, 17, 18, 20], [], [3, 4, 18, 19, 22, 23], [3, 4, 19, 21], [2, 4, 5, 17, 18], [], [], [], [], [4, 5, 17, 19], [], [2, 5, 17, 19], [17, 18, 19, 23], [], [2, 4, 17, 18, 19], [], [], [0, 17, 19, 20, 21, 22], [1, 2, 3, 4, 5, 18, 19], [], [2, 5, 17, 18, 22, 23], [], [18, 19, 21], [], [2, 5, 18, 19, 22]]",t_illuminanceMeasurement1.illuminance < 5
18,152,r-1o0cffm0xxpfhfx,temperature < 23 C OR temperature > 30C,Temperature Sensor,temperature,lesser,level=24,Thermostat,thermostat,heat,thermostat1.setHeatingSetpoint(60),,NS,Not sure,not sure,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [3, 8], [], [], [], [], [], [], [], [], [], [], [], [], [], [2, 6], [10], [], [], [], [], [], [], [], [], [1, 5, 13, 15, 17]]",t_temperatureMeasurement1.currentTemperature.toInteger() < 73 || t_temperatureMeasurement1.currentTemperature.toInteger() > 86
18,153,r-1o0cffm0xxpfhfx,(day==Saturday or day==Sunday) AND time==2pm,Afternoon,switch,on,switch=on,Switches,switch,on,switch1.on(),"(time.day == ""Saturday"" || time.day == ""Sunday"") && time == 1400",FW,Weekend,13-17,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [14, 15, 16], []]",t_switch1.switchState.getValue() == 'on'
18,154,r-1o0cffm0xxpfhfx,time == 0200,Morning,switch,on,bedroom_switch=off,Switches,switch,off,switch1.off(),time > 200 && time < 600,FD,Anytime,anytime,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [11, 18], [4, 6, 14, 18], [], [3, 8, 12, 16], [], [], [18], [], [], [], [0, 4], [16], [], [], [4, 11], [], [], [2], [], [], [2, 5, 12], [], [3, 14, 16, 17], [13], []]",t_switch1.switchState.getValue() == 'on'
18,155,r-1o0cffm0xxpfhfx,time>10pm,Night,switch,on,main_door_lock=lock,Door Lock,lock,lock,lock1.lock(),time > 2200,FD,Anytime,20-6,Scheduled-time (e.g. |  brew coffee at 7 am),"[[23], [], [1, 3, 4, 22], [0, 1, 20, 22], [5, 23], [0, 1, 20, 21, 23], [1, 3, 21], [1, 20, 21], [1, 2, 5, 20], [], [1, 2, 5, 23], [0, 4, 21], [], [4, 5, 20, 22], [], [], [1, 2, 4, 22, 23], [], [0, 2], [], [2, 20], [], [], [0, 2, 4, 20, 23], [1, 5, 20], [], [], []]",t_switch1.switchState.getValue() == 'on'
19,156,r-d7vzlpkxh3zs3tp,"temperature is above ""X"" in living room AND home not on Vacation ",Temperature Sensor && null,temperature && locationMode,greater-home,"airConditionerMode switch on AND cool until ""Y"" temperature",Air Conditioner,thermostat,cool,thermostat1.setCoolingSetpoint(70),,FD,Anytime,anytime,Scheduled-time (e.g. |  brew coffee at 7 am),"[[21], [], [8, 9, 11, 13], [], [4, 15, 19, 22], [1, 3, 5, 11], [0, 5], [], [1, 5, 15, 16], [4, 10, 21], [5, 6, 13, 22], [], [7, 10, 12, 16], [], [10], [], [1, 7], [2, 4, 9], [23], [1, 15, 16, 20], [3], [], [], [9, 12, 18], [7, 22, 23], [], [], [7, 13, 14, 19, 23]]",t_temperatureMeasurement1.currentTemperature.toInteger() > 73 && location.mode != 'Vacation'
19,158,r-d7vzlpkxh3zs3tp,it is 7:00 a.m. AND is a day that is not Saturday or Sunday.,Morning,switch,on,windowShade Open AND switch on bedroom lights at medium level,Shades/Blinds && Light Bulb,contact && switch,open-on,contactSensor1.open() && switch1.on(),"time == 700 && time.day == ""weekday""",FW,Weekday,11-Jun,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [7], [], [], [], [], [], [], [], [7]]",t_switch1.switchState.getValue() == 'on'
19,159,r-d7vzlpkxh3zs3tp,it is 5:30 p.m. AND is a day that is not Saturday or Sunday.,Evening,switch,on,windowShade close AND switch on entryway lights at medium level,Shades/Blinds && Light Bulb,contact && switch,close-on,contactSensor1.closed() && switch1.on(),"time == 1730 && time.day == ""weekday""",FW,Weekend,17-20,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [17], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",t_switch1.switchState.getValue() == 'on'
19,160,r-d7vzlpkxh3zs3tp,"Vacation is on AND Gas Sensor odorLevel reach ""X"" OR Water Leak Detector is wet OR carbonMonoxide Level is above ""Y""",null && Gas Sensor && Water Leak Detector && CO Detector,locationMode && odorLevel && water && smoke,vacation-greater-wet-detected,message homeowners,Phone,notification,notify,notify_phone(),,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [2, 11, 12, 18], [], [], [], [], [], [], [], [], [], [17], [], [], [5], [], [], [], [15], [], [], [], [], []]",location.mode == 'Vacation' && (t_odorSensor1.odorLevel >= 5 || t_waterSensor1.water== 'wet' || t_smokeDetector1.smoke == 'detected')
19,162,r-d7vzlpkxh3zs3tp,Vacation is on AND during March to September,null,locationMode,vacation,setRefrigerationSetpoint higher AND switch off water heater AND set airConditionerMode switch off,Refrigerator && Water Heater && Air Conditioner,thermostat && switch && thermostat,cool-off-off,thermostat1.setCoolingSetpoint(70) && switch1.off() && thermostat2.off()," && (time.month >= ""March"" && this.month <= ""September"")",NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [7, 13, 22], [], [], [5, 6, 15, 17], [], [], [], [], [], [], [], [], [], [], [13], [], [], []]",location.mode == 'Vacation'
19,163,r-d7vzlpkxh3zs3tp,Away AND door open triggers,null && Door Sensor,locationMode && door,away-open,setAlarmMode both in 60 seconds OR setAlarmMode off if security code inputted,Security Alarm,alarm,both,alarm1.strobe(),,MD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[2, 3, 7, 9, 18, 19, 20, 22], [], [12, 13, 17, 18, 20, 23], [], [0, 1, 5, 17, 18, 19, 21], [], [], [], [], [], [], [], [0, 11, 15, 17, 18, 19, 21, 22], [], [1, 2, 3, 4, 7, 11, 15, 16, 22], [], [0, 8, 9, 12, 19, 23], [2, 3, 8, 10, 11, 16, 17, 23], [], [1, 2, 3, 4, 13, 23], [6, 7, 12, 13, 14, 15, 16], [9, 10, 11, 16], [5, 6, 16], [4, 5, 7, 9, 10, 13, 15, 21, 23], [], [], [3, 6, 10, 11, 23], [0, 4, 6, 7, 11, 14]]",location.mode == 'Away' && t_door1.door== 'opened'
