UserId,Number,ResponseId,Intersection: 0 = common; 1 = unique,Common app name,Public Smart Apps,Trigger,Action,Trigger Devices,Trigger Capabilities,Trigger Conditions,Action Devices,Action Capabilities,Action Inputs,Trigger Variables,Action Variables,Extra Comment,Frequency,Weeks,Time,Schedule,Execution Indicator
12,93,r-3hwfvibwxm8i4g6,0,Smart turn it on,Mood Cube,TimeOfDay == 8:30 am,CoffeeMaker(switch) = on,Morning,switch,t_switch1.switchState.getValue() == 'on',Coffee Maker,switch,switch1.on(),on,on,,FW,Weekday,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [8, 9, 10], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
12,94,r-3hwfvibwxm8i4g6,1,,Greetings Earthling,CoffeeMaker(temperature) > 100,CoffeeMaker(switch) = off,Coffee Maker,temperature,t_temperatureMeasurement1.currentTemperature.toInteger() > 100,Coffee Maker,switch,switch1.off(),greater,off,,FW,Weekday,"11,Jun",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [7], [], [], [], [], [], [], [], [7, 8, 10], [], [], [], [], [], [], [], [], [], [], [], [], [7], [8, 9, 10]]"
12,95,r-3hwfvibwxm8i4g6,0,Thermostat Mode Director,Speaker Control,AirConditioner(temperature) > 75,AirConditioner(switch) = on,Air Conditioner,temperature,t_thermostat1.currentTemperature.toInteger() > 75,Air Conditioner,thermostat,thermostat1.auto(),greater,auto,,FW,Anytime,13-17,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [13, 15, 16], [], [], [], [], [], [], [], []]"
12,96,r-3hwfvibwxm8i4g6,0,Thermostat Mode Director,Laundry Monitor,AirConditioner(temperature) < 65,AirConditioner(switch) = off,Air Conditioner,temperature,t_thermostat1.currentTemperature.toInteger() < 65,Air Conditioner,thermostat,thermostat1.off(),lesser,off,,FW,Anytime,17-20,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [17, 18], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
12,97,r-3hwfvibwxm8i4g6,1,,Habit Helper,SmokeDetector(smoke) = true,SecurityAlarm.alarm(),Smoke Detector,smoke,t_smokeDetector1.smoke == 'detected',Security Alarm,alarm,alarm1.strobe(),detected,both,,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [1, 2, 3, 13], [], [], [], [], [], [], [], [], [], []]"
12,98,r-3hwfvibwxm8i4g6,1,,It Moved,buttonUpPush == true,tvChannel.setTvChannel(channelUp),Button,button,t_button1.button == 'pushed',Smart TV,tvChannel,tvChannel.setTvChannel(channelUp),pushed,fixed_number,,MD,Weekend,anytime,Manually-triggered (e.g. |  a button press),"[[], [], [1, 9, 12, 14, 16], [1, 6, 8, 10, 12, 13, 15, 18], [5, 6, 7, 14, 17, 18], [], [], [0, 1, 5, 7, 14], [5, 7, 10, 13, 15, 17, 18], [], [], [6, 8, 11, 18, 22], [4, 9, 12, 16, 17, 21, 23], [3, 5, 9, 13, 16, 19, 20], [0, 3, 6, 13, 15, 17, 19, 20, 21, 22], [], [0, 5, 7, 8, 10, 14, 17], [1, 13, 14, 17, 18, 20, 22], [], [5, 7, 9, 12, 14, 15, 18, 19], [1, 12, 17, 19, 20], [1, 3, 6, 13, 22], [6, 9, 17, 18, 19, 20, 22], [0, 4, 5, 6, 8, 13, 14, 15, 19], [2, 7, 8, 18, 21, 22], [], [4, 6, 7, 11, 16, 20, 21], []]"
12,99,r-3hwfvibwxm8i4g6,1,,Light Follows Me,buttonDownPush == true,tvChannel.setTvChannel(channelDown),Button,button,t_button1.button == 'pushed',Smart TV,tvChannel,tvChannel.setTvChannel(channelDown),pushed,fixed_number,,MD,Weekend,anytime,Manually-triggered (e.g. |  a button press),"[[2, 6, 9, 11, 13, 16, 22], [], [3, 6, 8, 11, 14, 16, 18, 21], [4, 8, 11, 17, 18, 19], [], [0, 1, 4, 11, 12, 17, 19, 23], [], [], [], [], [2, 3, 4, 5, 10, 16, 20], [5, 8, 9, 10, 11, 15, 21, 22], [], [], [], [], [], [], [], [], [0, 5, 6, 7, 8, 9, 17], [], [], [4, 5, 9, 14, 16, 18, 23], [], [0, 5, 11, 12, 19, 23], [], []]"
12,100,r-3hwfvibwxm8i4g6,0,Light Up the Night,Unlock It When I Arrive,IlluminanceSensor(level) < 5,FrontDoor_LightBulb(switch) = on,Illuminance Sensor,illuminance,t_illuminanceMeasurement1.illuminance < 5,Light Bulb,switch,switch1.on(),lesser,on,,FD,Anytime,"17-20,20-6",Executed at random (e.g. |  every time I enter the room),"[[], [5, 18], [], [], [17, 18, 22], [1, 17, 22], [0, 4, 18], [17, 18, 22], [18, 23], [], [1, 19, 20], [], [], [1, 17], [], [], [], [3, 18, 19, 23], [], [0, 4, 17, 18], [], [], [], [], [], [0, 4, 18, 19], [], [1, 18, 19]]"
12,101,r-3hwfvibwxm8i4g6,0,Light Up the Night,Single Button Controller,IlluminanceSensor(level) > 5,FrontDoor_LightBulb(switch) = off,Illuminance Sensor,illuminance,t_illuminanceMeasurement1.illuminance > 5,Light Bulb,switch,switch1.off(),greater,off,,FD,Anytime,"6-11,11-13",Executed at random (e.g. |  every time I enter the room),"[[6, 9, 12], [], [], [6, 9, 12], [], [], [6, 12], [], [7, 9, 11, 12], [], [7, 11, 12], [], [], [], [6, 11], [6, 10, 12], [8, 11, 12], [], [], [], [8, 11], [], [], [], [], [8, 11, 12], [], [8, 10, 11]]"
12,102,r-3hwfvibwxm8i4g6,1,,Garage Door Opener,"Refridgerator_WaterFilter(checkFilter) == ""replace""","sendSMS(""Replace Water Filter"")",Water Filter,switch,t_switch1.switchState.getValue() == 'on',Phone,notification,notify_phone(),on,notify,It is actually a refrigerator,NS,Not sure,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [5, 12], [1, 8, 12], [4, 9, 10, 22], [], [], [0, 4, 17], [], [], [22], [], [2, 9, 10, 15, 16], [8, 9, 12, 19], [], [], [], [], [], [], [], []]"
13,103,r-d6ygcdepfcknxlf,0,Notify Me With Hue,Withings,it is night AND I am in the house,switch on the Light Bulb,Night && Presence Sensor,locationMode && presence,location.mode == 'night' && t_presenceSensor1.presenceState.getValue() == 'present',Light Bulb,switch,switch1.on(),on-presence,on,,FW,Anytime,17-20,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [17, 18, 19], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [17, 19]]"
13,104,r-d6ygcdepfcknxlf,0,Thermostat Mode Director,Logitech Harmony (Connect),Temperature < 68 OR Temperature > 80,Turn on the Air Conditioner,Temperature Sensor,temperature,t_temperatureMeasurement1.currentTemperature.toInteger() < 68 || t_temperatureMeasurement1.currentTemperature.toInteger() > 80,Air Conditioner,thermostat,thermostat1.auto(),lesser,on,,FD,Weekend,anytime,Executed at random (e.g. |  every time I enter the room),"[[11, 15, 20, 22], [0, 13], [], [], [], [], [1, 2, 21], [], [], [], [], [10, 12, 13, 20, 22], [], [4, 6, 13, 14, 16], [], [], [1, 15, 17], [], [], [], [], [], [1, 5, 19], [6], [8, 12, 18, 23], [], [], [1, 18]]"
13,105,r-d6ygcdepfcknxlf,0,Thermostat Mode Director,Speaker Weather Forecast,Temperature > 74 AND Temperature < 76,Turn off the Air Conditioner,Temperature Sensor,temperature,t_temperatureMeasurement1.currentTemperature.toInteger() >74 && t_temperatureMeasurement1.currentTemperature.toInteger() < 76,Air Conditioner,thermostat,thermostat1.off(),greater,off,,FD,Weekend,anytime,Executed at random (e.g. |  every time I enter the room),"[[1, 4, 10, 16], [4, 9, 16], [], [3, 8, 9, 13, 17], [], [], [], [19, 20], [1], [5, 14, 19, 21, 22], [2], [], [], [], [], [], [0, 3, 5, 20, 23], [4, 14, 16, 19], [], [2, 9, 16], [], [2], [], [2, 21], [], [], [], [11, 12, 18]]"
13,106,r-d6ygcdepfcknxlf,0,Power Allowance,Speaker Notify with Sound,Smart TV is On,Turn off the Audio Player,Smart TV,switch,t_switch1.switchState.getValue() == 'on',Audio Player,switch,switch1.off(),on,off,,FW,Anytime,"17-20,20-6",Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
13,107,r-d6ygcdepfcknxlf,0,Lock It When I Leave,Presence Change Text,There is nobody in the house,Lock the door,null,locationMode,location.mode == 'away',Door Lock,lock,lock1.lock(),away,lock,,FD,Weekday,anytime,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [6, 7, 14, 23], [], [], [16], [], [2, 3, 9, 22], [0, 3, 5, 8, 10], [], [0, 3], [], [], [], [15, 17], [2, 8, 18, 20], [0, 3, 22], [8], [15], [], [8, 12, 18, 20], [], [], [], [2, 9, 13], [7, 21]]"
13,108,r-d6ygcdepfcknxlf,1,,Darken Behind Me,Glass Break Detector finds a shock,Open the Security Camera,Glass Break Detector,shock,t_shockSensor1.shock == 'detected',Security Camera,switch,switch1.on(),detected,on,,FW,Anytime,20-6,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [5], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
13,109,r-d6ygcdepfcknxlf,1,,Speaker Mood Music,When someone is sleeping,Turn off the Smart TV AND turn off the Light AND turn on the Smoke Detector,Sleep Monitor,sleeping,t_sleepSensor1.sleeping == 'sleeping',Light Bulb && Smart TV,switch && switch,switch1.off() && switch2.off(),sleeping,on-off,,FW,Anytime,20-6,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [4, 20], [], [], [], [], [], [], [], [], [], [], [], [], [], [0, 1, 23]]"
13,110,r-d6ygcdepfcknxlf,1,,Thermostats,Gas sensor reading > Thres OR Moisture Sensor reading > Thres OR Smoke detect outputs YES,Send alarm,Gas Sensor && Moisture Sensor,odorLevel && water,t_odorSensor1.odorLevel > 5 || t_waterSensor1.water == 'wet',Security Alarm,alarm,alarm1.strobe(),greater-wet,both,,FW,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [1, 2, 22], [], [], [], [], [], [], [], [9, 12, 23], [], [], [], [], [], [8, 13], [5, 14, 16, 19]]"
13,111,r-d6ygcdepfcknxlf,0,Close The Valve,Make It So,Water Leak Detector outputs wet,Close the valve,Water Leak Detector,water,t_waterSensor1.water=='wet',Valve,contact,contactSensor1.closed(),wet,close,,FM,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [11], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [11, 13], [], [], [], [], [], [], []]"
14,112,r-515xv6poxphbd6v,0,It's Too Hot,Close The Valve,airConditionerMode = auto AND temperature >=75,switch on the air conditioner,Air Conditioner,temperature,t_thermostat1.currentTemperature.toInteger() >=75,Air Conditioner,thermostat,thermostat1.auto(),greater,auto,,MD,Anytime,"13-17,17-20",Executed at random (e.g. |  every time I enter the room),"[[13, 15, 17, 19], [13, 14, 19], [13, 14, 15, 18], [13, 16, 17, 18], [], [13, 17, 18, 19], [], [], [], [], [], [16, 17, 18], [14, 15, 18, 19], [], [13, 15, 16, 17, 19], [], [], [], [14, 15, 16, 17, 18, 19], [13, 14, 16, 17, 18, 19], [], [13, 15, 17], [13, 14, 16, 17, 19], [], [13, 14, 17, 18, 19], [], [14, 15, 16, 17], []]"
14,113,r-515xv6poxphbd6v,1,,Notify Me When It Opens,bottlevolume <=10ml or temperature <=80,switch on the Coffee Maker,Temperature Sensor,temperature,t_temperatureMeasurement1.currentTemperature.toInteger() <= 80,Coffee Maker,switch,switch1.on(),lesser,on,,FW,Weekday,"13,Nov",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [11, 12], [12]]"
14,114,r-515xv6poxphbd6v,0,Smart turn it on,Hub IP Notifier,It is 8:00am,Open windowShade,Morning,switch,t_switch1.switchState.getValue() == 'on',Shades/Blinds,contact,contactSensor1.open(),on,open,,FD,Anytime,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [8], [], [], [8], [], [], [], [8], [8], [8], [8], [], [8], [], [8], [8], [8], [8], [8], [8], [8], [8], [8], [8], [], [8], []]"
14,115,r-515xv6poxphbd6v,0,Smart turn it on,Cameras On When I'm Away,It is 8:00pm,Close windowShade,Night,switch,t_switch1.switchState.getValue() == 'on',Shades/Blinds,contact,contactSensor1.closed(),on,close,,FD,Anytime,17-20,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [20], [], [20], [], [20], [20], [], [20], [20], [], [20], [], [20], [20], [20], [20], [], [], [20], [20], [20], [20], [20], [20], [], [], []]"
14,116,r-515xv6poxphbd6v,1,,Gentle Wake Up,sessionStatus = start AND completionTime = 20min,switch on Gas Stove,Timer,switch,t_switch1.switchState.getValue() == 'on',Gas Stove,switch,switch1.on(),on,on,,FW,Weekday,17-20,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [], [17, 18], [], [], [], [], [], [19], [], [], [], [], [], [], [17, 18], [], [], [], [], [], [], [], []]"
14,117,r-515xv6poxphbd6v,1,,Turn It On When I'm Here,sessionStatus = start AND set a timer or temperature = 180,switch off the kettle,Temperature Sensor && Timer,temperature && switch,t_temperatureMeasurement1.currentTemperature.toInteger() == 180,Kettle,switch,switch1.off(),fixed_number-on,off,,FD,Weekend,"6-11,17-20",Manually-triggered (e.g. |  a button press),"[[6, 10, 19], [9, 18], [], [], [], [], [], [], [9, 18], [8, 9, 17, 19], [7, 17], [10, 18], [10, 17, 19], [6, 8, 17], [], [8, 19], [6, 7, 18], [8, 10, 19], [], [6, 18], [], [], [6, 17], [], [7, 18], [6, 8, 19], [], []]"
14,118,r-515xv6poxphbd6v,1,,Severe Weather Alert,setRefrigerationSetpoint >=32,switch on the Refrigerator,Refrigerator,temperature,t_temperatureMeasurement1.currentTemperature.toInteger() >= 32,Refrigerator,switch,switch1.on(),greater,on,,FD,Anytime,anytime,Scheduled-time (e.g. |  brew coffee at 7 am),"[[5, 8, 9, 16], [], [], [], [], [21], [], [], [], [], [], [4, 9, 13, 14, 18], [], [], [3, 23], [12], [], [5, 12, 17, 22], [], [15], [1, 17], [], [], [], [0, 4, 8, 17], [], [7, 8, 9], [10, 11]]"
14,119,r-515xv6poxphbd6v,1,,Carpool Notifier,sessionStatus = start AND completionTime = 20min,switch on the Rice Cooker,Timer,switch,t_switch1.switchState.getValue() == 'on',Rice Cooker,switch,switch1.on(),on,on,,FW,Weekend,13-17,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [13, 14, 15, 16], [], [], [], [], [], [], [], []]"
14,120,r-515xv6poxphbd6v,0,Close The Valve,Has Barkley Been Fed?,water = dry,switch off the heater,Water Leak Detector,water,t_waterSensor1.water == 'dry',Heater,switch,switch1.off(),dry,off,,MD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [8, 10, 15, 19, 21, 23], [], [6, 8, 11, 14, 16, 17, 18, 21, 22], [], [], [3, 9, 16, 20, 22], [], [5, 6, 11, 14, 17, 18, 23], [], [1, 4, 8, 14, 22, 23], [], [1, 5, 6, 11, 13, 16, 18, 20], [], [0, 7, 9, 17, 18, 22, 23], [], [1, 3, 7, 14, 18, 22], [], [4, 5, 7, 10, 12, 15], [0, 2, 6, 10, 11, 12, 20], [], [0, 7, 13, 16, 17, 21, 23], [4, 6, 7, 9, 14, 18, 22], [], [], [], [], [1, 4, 5, 6, 8, 10, 12, 22]]"
14,121,r-515xv6poxphbd6v,0,Close The Valve,The Flasher,water = wet,switch on the heater,Water Leak Detector,water,t_waterSensor1.water== 'wet',Heater,switch,switch1.on(),wet,on,,MD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [2, 4, 7, 10, 14, 20], [], [], [0, 3, 5, 7, 17, 18, 23], [7, 8, 9, 13, 16, 17], [4, 5, 6, 8, 9, 10, 12, 20], [], [], [], [], [0, 2, 3, 5, 17, 19], [4, 10, 11, 18, 20], [], [], [4, 8, 12, 16, 20], [2, 3, 4, 5, 9, 11, 14, 22, 23], [], [], [0, 1, 14, 15, 16, 18, 19, 23], [], [], [0, 5, 7, 10, 11, 13, 16], [], [], [], [0, 10, 18, 20, 22, 23]]"
14,122,r-515xv6poxphbd6v,0,Smart turn it on,Sunrise/Sunset,It is X:am,switch on pulse monitor,Night,switch,t_switch1.switchState.getValue() == 'on',Pulse Monitor,switch,switch1.on(),on,on,,FW,Not sure,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [8, 9, 10], [], [], [], [], [], [], [], [], [], [], [], [], [], [6, 8, 9], [], [], [], [], [], [], []]"
14,123,r-515xv6poxphbd6v,1,,Good Night,airQuality <= X,switch on Air Purifier,Air Purifier,airQuality,t_airQualitySensor1.airQuality > 5,Air Purifier,switch,switch1.on(),lesser,on,,MD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [2, 5, 7, 9, 17, 20, 22, 23], [], [2, 3, 6, 21, 22], [1, 4, 6, 10, 16, 23], [], [1, 3, 6, 7, 14, 17, 19, 20, 22], [], [0, 1, 4, 7, 9, 11, 12, 18, 22], [], [], [], [1, 5, 7, 14, 16, 17, 20, 22], [1, 2, 3, 10, 11, 14, 18, 19], [], [], [], [6, 10, 11, 12, 13, 14, 16, 19, 20], [], [], [3, 4, 7, 8, 10, 15, 20, 21, 22], [], [], [], [], [], [0, 2, 3, 6, 7, 13, 14, 16, 19]]"
15,124,r-3nx4ykulhibisap,0,Lighting Director,Feed My Pet,the illuminance sensor detects low light levels AND the motion sensor detects motion in the room,turn the light bulbs on,Illuminance Sensor && Motion Sensor,illuminance && motion,t_illuminanceMeasurement1.illuminance< 5&& t_motionSensor1.motion == 'active',Light Bulb,switch,switch1.on(),lesser-active,on,,FD,Anytime,"6-11,20-6",Executed at random (e.g. |  every time I enter the room),"[[1, 10], [3, 9], [], [1, 7], [1, 6, 9], [8, 10, 20], [], [1, 3, 10], [4, 6, 21], [2, 6, 10], [], [6, 22], [9, 10, 22], [], [], [], [], [], [1, 7, 9, 23], [4, 6], [], [2, 6, 22], [6, 7, 21, 22], [9, 22], [], [], [8, 21], []]"
15,125,r-3nx4ykulhibisap,1,,Energy Alerts,the presence sensor is not detected for more than 24 hours,turn the heater/air conditioning off,Presence Sensor,presence,t_presenceSensor1.presenceState.getValue() == 'present',Air Conditioner,thermostat,thermostat1.off(),not_present,off,more than 24 hours,NS,Weekend,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [0, 4, 15, 16, 23], [], [15, 20, 21], [], [], [], [], [], [], [], [], [], [0, 16, 22], [], [], [], [], [], [0, 1, 14, 21], [], [], [], [2, 4, 7, 9], [], [], [13, 16], [2, 11, 18, 23]]"
15,126,r-3nx4ykulhibisap,0,It's Too Cold,Mini Hue Controller,the temperature is below 60,set the thermostat to 60,Temperature Sensor,temperature,t_temperatureMeasurement1.currentTemperature.toInteger() < 60,Thermostat,thermostat,thermostat1.setHeatingSetpoint(60),lesser,cool,,NS,Not sure,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [3, 5], [], [2, 3, 10, 12, 23], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
15,127,r-3nx4ykulhibisap,0,It's Too Hot,Ridiculously Automated Garage Door,the temperature is above 80,set the thermostat to 80,Temperature Sensor,temperature,t_temperatureMeasurement1.currentTemperature.toInteger() > 80,Thermostat,thermostat,thermostat1.setHeatingSetpoint(80),greater,heat,,NS,Not sure,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [1, 3], [0, 1, 9, 11, 18], [], [], [], [], [], [], [], [], [], [], [], [], [], [14], [], [], [12, 14, 21], [12, 21], [5, 10, 18, 21], []]"
15,128,r-3nx4ykulhibisap,0,Smart Auto Lock / Unlock,Big Turn ON,(the presence sensor is not detected for more than 1 hour OR the time is between 1AM and 5:30AM) AND the door is unlocked,lock the door,Door Lock && Presence Sensor,lock && presence,t_presenceSensor1.presenceState.getValue() == 'not present' && t_lock1.lock== 'unlocked',Door Lock,lock,lock1.lock(),unlocked-not_present,lock,,FW,Anytime,"11-13,13-17,20-6",Scheduled-time (e.g. |  brew coffee at 7 am) | Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [1, 12, 14], [], [], [], [], [], [], [], [], [], [], [], [], [], [4, 11, 15]]"
15,129,r-3nx4ykulhibisap,0,Smart Auto Lock / Unlock,Ubi,the presence sensor is not detected for more than 1 hour,turn all of the switches off,Presence Sensor,presence,t_presenceSensor1.presenceState.getValue() == 'not present',Switches,switch,switch1.off(),not_present,off,,FW,Weekday,"11-13,13-17",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [12, 13, 16], [12, 13, 14]]"
15,130,r-3nx4ykulhibisap,1,,Send HAM Bridge Command When,the blinds are closed AND the time is between 10AM and 6PM AND the motion sensor does not detect motion,open the blinds,Motion Sensor && Shades/Blinds,motion && contact,t_contactSensor1.contact== 'closed' && t_motionSensor1.motion == 'inactive',Shades/Blinds,contact,contactSensor1.open(),inactive-closed,open,,FD,Weekday,"6-11,11-13",Scheduled-time (e.g. |  brew coffee at 7 am) | Executed at random (e.g. |  every time I enter the room),"[[8, 10, 11], [], [], [], [6, 10, 12], [], [], [8, 11], [], [6, 12], [], [6, 7, 11], [8, 10, 12], [], [], [6, 12], [], [], [], [], [6, 11], [], [], [], [8, 9, 11], [], [], [6, 7, 11, 12]]"
16,131,r-3xzdlarl09jzqjp,0,Bon Voyage,When It's Going to Rain,I am not at home AND door opens AND time is later than 5:00,turn on the light bulb AND turn on the air conditioner,Door Sensor && null,door && locationMode,location.mode == 'away' && t_door1.door== 'open',Air Conditioner && Light Bulb,thermostat && switch,switch1.on() && thermostat1.auto(),open-away,auto-on,,FD,Anytime,17-20,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [17, 18], [], [17, 18, 19], [18, 19], [], [], [17, 18, 19], [17, 18], [], [19], [], [18, 19], [], [], [], [18], [], [], [], [19], [17, 19], [], [], [], [17, 19]]"
16,132,r-3xzdlarl09jzqjp,0,Bon Voyage,Virtual Thermostat,I was at home AND door opens AND I am not at home now,turn off the air conditioner,Door Sensor && null,door && locationMode,location.mode == 'home' && t_door1.door == 'open',Air Conditioner,thermostat,thermostat1.off(),open-away,off,,FD,Anytime,"11,Jun",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [7, 8], [6, 10], [], [7], [], [], [7, 8], [10], [], [], [], [7, 9, 10], [], [6, 9], [], [6, 7, 10], [], [6], [7, 9, 10], [7, 8, 10], [8, 9, 10], [7], [6, 9], [], []]"
16,133,r-3xzdlarl09jzqjp,1,,It's Too Hot,I am home and I clap twice shortly,turn on the speaker,null,locationMode,location.mode == 'home',Speaker,switch,switch1.on(),home,on,,FD,Weekend,"6-11,13-17,17-20",Manually-triggered (e.g. |  a button press),"[[10, 15, 19], [10, 13, 19], [9, 13, 18], [], [], [], [], [8, 13, 18], [7, 15, 19], [10, 14, 18], [6, 14, 19], [], [7, 14, 17], [7, 16, 19], [10, 16, 17], [9, 16, 18], [], [9, 16, 19], [], [], [6, 14, 18], [], [7, 15, 19], [10, 16, 18], [], [], [], [6, 14, 19]]"
17,134,r-2saqrygf5yuztxa,0,It's Too Hot,Lights Off,the value of the temperature sensor is above 80,switch on the air conditioner,Temperature Sensor,temperature,t_temperatureMeasurement1.currentTemperature.toInteger() > 80,Air Conditioner,thermostat,thermostat1.auto(),greater,auto,,MD,Anytime,"11-13,13-17",Executed at random (e.g. |  every time I enter the room),"[[], [11, 13, 15, 16], [], [11, 12, 13, 16], [11, 14, 16], [], [11, 13, 14, 16], [12, 14], [11, 12, 14, 15, 16], [], [], [11, 13, 14, 16], [], [], [], [], [12, 13, 15], [11, 12, 14, 15], [12, 15, 16], [], [12, 13, 15], [], [12, 13, 15], [11, 13, 15], [], [11, 12, 15], [11, 12, 13, 14, 15], []]"
17,135,r-2saqrygf5yuztxa,0,It's Too Hot,Button Controller,the value of the temperature sensor is above 85,setRapidCooling on,Temperature Sensor,temperature,t_temperatureMeasurement1.currentTemperature.toInteger() > 85,Thermostat,thermostat,thermostat1.setRapidCooling('on'),greater,rapid_cool,,FM,Anytime,13-17,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [14], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
17,136,r-2saqrygf5yuztxa,0,Auto Humidity Vent,Life360 (Connect),the value of the humidity sensor is above 60,switch on the humidifier.,Humidity Sensor,humidity,t_relativeHumidityMeasurement1.humidity>60,Humidifier,switch,switch1.on(),greater,on,,FW,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [5, 6, 9, 10, 22], [], [], [], [], [], [], [8], [], [], [], [], [], [], [], [], [], [], [], [], [], [9, 11, 15, 21]]"
17,137,r-2saqrygf5yuztxa,0,Lighting Director,Hue Mood Lighting,It is NIGHT and the value of the illuminance is low,switch on the light bulbs and set colorMode warm,Illuminance Sensor && Night,illuminance && switch,t_illuminanceMeasurement1.illuminance < 5,Light Bulb,colorValue,switch1.on() && switch1.setHue(25),lesser-on,fixed_number,,MD,Anytime,"17-20,20-6",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [4, 17, 18, 20], [], [3, 4, 18, 19, 22, 23], [3, 4, 19, 21], [2, 4, 5, 17, 18], [], [], [], [], [4, 5, 17, 19], [], [2, 5, 17, 19], [17, 18, 19, 23], [], [2, 4, 17, 18, 19], [], [], [0, 17, 19, 20, 21, 22], [1, 2, 3, 4, 5, 18, 19], [], [2, 5, 17, 18, 22, 23], [], [18, 19, 21], [], [2, 5, 18, 19, 22]]"
18,138,r-1o0cffm0xxpfhfx,0,Thermostat Mode Director,Light Up the Night,temperature < 23 C OR temperature > 30C,level=24,Temperature Sensor,temperature,t_temperatureMeasurement1.currentTemperature.toInteger() < 73 || t_temperatureMeasurement1.currentTemperature.toInteger() > 86,Thermostat,thermostat,thermostat1.setHeatingSetpoint(60),lesser,heat,,NS,Not sure,not sure,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [3, 8], [], [], [], [], [], [], [], [], [], [], [], [], [], [2, 6], [10], [], [], [], [], [], [], [], [], [1, 5, 13, 15, 17]]"
18,139,r-1o0cffm0xxpfhfx,0,Smart turn it on,Turn It On For 5 Minutes,(day==Saturday or day==Sunday) AND time==2pm,switch=on,Afternoon,switch,t_switch1.switchState.getValue() == 'on',Switches,switch,switch1.on(),on,on,"(time.day == ""Saturday"" || time.day == ""Sunday"") && time == 1400",FW,Weekend,13-17,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [14, 15, 16], []]"
