UserId,Number,ResponseId,Trigger,Intersection: 0 = common; 1 = unique ,Common app name,,,Action,Trigger Devices,Trigger Capabilities,Trigger Conditions,Action Devices,Action Capabilities,Action Inputs,Trigger variables,Action Variables,Extra Comment,,,,Frequency,Weeks,Time,Schedule,Execution Indicator
11,94,r-vzxagf1fnmxrxpf,If Alarm Clock hits alarm,0,Smart turn it on,,,Switch mode to Home |  Shades/Blinds windowShade open,Security Alarm,alarm,t_alarm1.alarm == 'siren',Shades/Blinds,contactSensor,location.setMode('Home') && contactSensor1.open(),siren,open-home,time == alarm_time,,,,FW,Anytime,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [7, 10], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [7], [6, 7, 9]]"
12,95,r-3hwfvibwxm8i4g6,CarAutomation(Presence) == True,0,Ridiculously Automated Garage Door,,,GarageDoorOpener(door) = open,Presence Sensor,presenceSensor,t_presenceSensor1.presenceState.getValue() == 'present',Garage Door Opener,contactSensor,contactSensor1.open(),present,open,,,,,FD,Weekday,"6-11,17-20",Executed at random (e.g. |  every time I enter the room),"[[7, 17], [9, 17, 19], [], [], [7, 10, 19], [], [], [], [10, 18], [], [], [6, 19], [9, 19], [], [], [], [], [8, 10, 17], [8, 18], [8, 10, 18, 19], [6, 17], [], [], [6, 18], [7, 10, 17, 18], [], [9, 17], []]"
12,96,r-3hwfvibwxm8i4g6,GarageDoorOpener(rssi) == low,0,Ridiculously Automated Garage Door,,,GarageDoorOpener(door) = close,Garage Door Opener,signalStrength,t_rssi1.rssi > 5,Garage Door Opener,contactSensor,contactSensor1.closed(),greater,closed,,,,,FD,Weekday,"6-11,17-20",Executed at random (e.g. |  every time I enter the room),"[[10, 18, 19], [], [], [8, 10, 17, 19], [], [10, 19], [], [8, 10, 17], [6, 9, 19], [6, 17], [], [6, 18], [], [10, 18], [], [], [8, 17, 18], [10, 17], [8, 18], [], [], [9, 10, 17], [8, 9, 19], [], [6, 18], [6, 7, 19], [], [8, 17]]"
12,97,r-3hwfvibwxm8i4g6,TimeOfDay == 8:30 am,0,Smart turn it on,,,CoffeeMaker(switch) = on,External Time 1,switch,t_switch1.switchState.getValue() == 'on',Coffee Maker,switch,switch1.on(),on,on,,,,,FW,Weekday,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [8, 9, 10], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
12,98,r-3hwfvibwxm8i4g6,CoffeeMaker(temperature) > 100,1,,,,CoffeeMaker(switch) = off,Coffee Maker,temperatureMeasurement,t_temperatureMeasurement1.currentTemperature.toInteger() > 100,Coffee Maker,switch,switch1.off(),greater,off,,,,,FW,Weekday,"11,Jun",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [7], [], [], [], [], [], [], [], [7, 8, 10], [], [], [], [], [], [], [], [], [], [], [], [], [7], [8, 9, 10]]"
12,99,r-3hwfvibwxm8i4g6,AirConditioner(temperature) > 75,0,Thermostat Mode Director,,,AirConditioner(switch) = on,Air Conditioner,thermostat,t_thermostat1.currentTemperature.toInteger() > 75,Air Conditioner,thermostat,thermostat1.auto(),greater,auto,,,,,FW,Anytime,13-17,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [13, 15, 16], [], [], [], [], [], [], [], []]"
12,100,r-3hwfvibwxm8i4g6,AirConditioner(temperature) < 65,0,Thermostat Mode Director,,,AirConditioner(switch) = off,Air Conditioner,thermostat,t_thermostat1.currentTemperature.toInteger() < 65,Air Conditioner,thermostat,thermostat1.off(),lesser,off,,,,,FW,Anytime,17-20,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [17, 18], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
12,101,r-3hwfvibwxm8i4g6,SmokeDetector(smoke) = true,1,,,,SecurityAlarm.alarm(),Smoke Detector,smokeDetector,t_smokeDetector1.smoke == 'detected',Security Alarm,alarm,alarm1.strobe(),detected,both,,,,,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [1, 2, 3, 13], [], [], [], [], [], [], [], [], [], []]"
12,102,r-3hwfvibwxm8i4g6,"sms_received == true AND sms == ""check humidity""",1,,,,TemperatureSensor.humidity(),External SMS 1,switch,t_switch1.switchState.getValue() == 'on',Temperature Sensor,thermostat,thermostat1.auto(),on,auto,,,,,FM,Anytime,anytime,Manually-triggered (e.g. |  a button press) | Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [1, 15, 19, 22], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
12,103,r-3hwfvibwxm8i4g6,"sms_received == true AND sms == ""start""",1,,,,BreadMaker(switch) = on,External SMS 2,switch,t_switch1.switchState.getValue() == 'on',Bread Maker,switch,switch1.on(),on,on,,,,,FW,Weekend,anytime,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [4, 5, 10, 15], [], [], [], [], [], [], [0, 11, 15], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
12,104,r-3hwfvibwxm8i4g6,"sms_received == true AND sms == ""stop""",1,,,,BreadMaker(switch) = off,External SMS 3,switch,t_switch1.switchState.getValue() == 'on',Bread Maker,switch,switch1.off(),on,off,,,,,FW,Weekend,"13,Nov",Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [], [], [], [], [], [], [], [11, 12], [], [], [], [], [], [], [11, 12], [11, 12], [], [], [], [], [], [], []]"
12,105,r-3hwfvibwxm8i4g6,buttonUpPush == true,1,,,,tvChannel.setTvChannel(channelUp),Button,button,t_button1.button == 'pushed',Smart TV,tvChannel,tvChannel.setTvChannel(channelUp),pushed,fixed_number,,,,,MD,Weekend,anytime,Manually-triggered (e.g. |  a button press),"[[], [], [1, 9, 12, 14, 16], [1, 6, 8, 10, 12, 13, 15, 18], [5, 6, 7, 14, 17, 18], [], [], [0, 1, 5, 7, 14], [5, 7, 10, 13, 15, 17, 18], [], [], [6, 8, 11, 18, 22], [4, 9, 12, 16, 17, 21, 23], [3, 5, 9, 13, 16, 19, 20], [0, 3, 6, 13, 15, 17, 19, 20, 21, 22], [], [0, 5, 7, 8, 10, 14, 17], [1, 13, 14, 17, 18, 20, 22], [], [5, 7, 9, 12, 14, 15, 18, 19], [1, 12, 17, 19, 20], [1, 3, 6, 13, 22], [6, 9, 17, 18, 19, 20, 22], [0, 4, 5, 6, 8, 13, 14, 15, 19], [2, 7, 8, 18, 21, 22], [], [4, 6, 7, 11, 16, 20, 21], []]"
12,106,r-3hwfvibwxm8i4g6,buttonDownPush == true,1,,,,tvChannel.setTvChannel(channelDown),Button,button,t_button1.button == 'pushed',Smart TV,tvChannel,tvChannel.setTvChannel(channelDown),pushed,fixed_number,,,,,MD,Weekend,anytime,Manually-triggered (e.g. |  a button press),"[[2, 6, 9, 11, 13, 16, 22], [], [3, 6, 8, 11, 14, 16, 18, 21], [4, 8, 11, 17, 18, 19], [], [0, 1, 4, 11, 12, 17, 19, 23], [], [], [], [], [2, 3, 4, 5, 10, 16, 20], [5, 8, 9, 10, 11, 15, 21, 22], [], [], [], [], [], [], [], [], [0, 5, 6, 7, 8, 9, 17], [], [], [4, 5, 9, 14, 16, 18, 23], [], [0, 5, 11, 12, 19, 23], [], []]"
12,107,r-3hwfvibwxm8i4g6,sms_received == true,1,,,,LightBulb(setColorValue) = sms,External SMS 4,switch,t_switch1.switchState.getValue() == 'on',Light Bulb,colorControl,colorControl1.setHue(25),on,fixed_number,,,,,FD,Weekend,anytime,Manually-triggered (e.g. |  a button press),"[[], [1, 4, 22], [], [10, 11, 14, 15], [0, 11, 13, 17], [7, 13, 14, 18, 22], [], [0, 9], [23], [6, 8, 12, 13, 15], [13, 15], [], [], [10, 15, 22], [5, 10, 20, 23], [3, 6], [], [17, 18, 19, 20], [7], [11, 16, 19, 20, 21], [18], [3, 4, 19], [0, 1, 8, 16], [], [0, 19], [3, 4, 5], [1, 9], [10, 16]]"
12,108,r-3hwfvibwxm8i4g6,IlluminanceSensor(level) < 5,0,Light Up the Night,,,FrontDoor_LightBulb(switch) = on,Illuminance Sensor,illuminance,t_illuminanceMeasurement1.illuminance < 5,Light Bulb,switch,switch1.on(),lesser,on,,,,,FD,Anytime,"17-20,20-6",Executed at random (e.g. |  every time I enter the room),"[[], [5, 18], [], [], [17, 18, 22], [1, 17, 22], [0, 4, 18], [17, 18, 22], [18, 23], [], [1, 19, 20], [], [], [1, 17], [], [], [], [3, 18, 19, 23], [], [0, 4, 17, 18], [], [], [], [], [], [0, 4, 18, 19], [], [1, 18, 19]]"
12,109,r-3hwfvibwxm8i4g6,IlluminanceSensor(level) > 5,0,Light Up the Night,,,FrontDoor_LightBulb(switch) = off,Illuminance Sensor,illuminance,t_illuminanceMeasurement1.illuminance > 5,Light Bulb,switch,switch1.off(),greater,off,,,,,FD,Anytime,"6-11,11-13",Executed at random (e.g. |  every time I enter the room),"[[6, 9, 12], [], [], [6, 9, 12], [], [], [6, 12], [], [7, 9, 11, 12], [], [7, 11, 12], [], [], [], [6, 11], [6, 10, 12], [8, 11, 12], [], [], [], [8, 11], [], [], [], [], [8, 11, 12], [], [8, 10, 11]]"
12,110,r-3hwfvibwxm8i4g6,"Refridgerator_WaterFilter(checkFilter) == ""replace""",1,,,,"sendSMS(""Replace Water Filter"")",Water Filter,switch,t_switch1.switchState.getValue() == 'on',Phone,sms,notify_phone(),on,notify,It is actually a refrigerator,,,,NS,Not sure,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [5, 12], [1, 8, 12], [4, 9, 10, 22], [], [], [0, 4, 17], [], [], [22], [], [2, 9, 10, 15, 16], [8, 9, 12, 19], [], [], [], [], [], [], [], []]"
12,111,r-3hwfvibwxm8i4g6,sms_received == true AND sms == mute,1,,,,AudioPlayer(mute) == true,External SMS 1,switch,t_switch1.switchState.getValue() == 'on',Audio Player,switchLevel,switchLevel1.setLevel(2),on,fixed_number,,,,,FW,Not sure,anytime,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [0, 12, 19, 20, 21], [8, 10, 15, 19, 23], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
12,112,r-3hwfvibwxm8i4g6,sms_received == true AND sms is in MusicList[],1,,,,Speaker.playTrack(sms),External SMS 2,switch,t_switch1.switchState.getValue() == 'on',Audio Player,switchLevel,switchLevel1.setLevel(2),on,fixed_number,,,,,MD,Anytime,anytime,Manually-triggered (e.g. |  a button press),"[[], [0, 9, 12, 14, 17, 22], [], [], [1, 5, 6, 7, 10, 13, 22], [9, 12, 15, 18, 21], [2, 4, 6, 7, 8, 9, 10, 12, 22], [], [0, 3, 5, 13, 15, 22], [], [], [], [], [1, 4, 5, 11, 14, 16, 20], [], [], [0, 7, 15, 17], [], [10, 11, 12, 14, 16, 17, 18, 19, 21], [], [1, 3, 5, 6, 7, 18, 21], [1, 2, 9, 12, 18, 22], [0, 1, 10, 12, 13, 21, 22], [0, 3, 10, 12, 16, 17], [], [], [1, 6, 9, 19, 20], [3, 10, 16, 17, 19, 20, 21]]"
12,113,r-3hwfvibwxm8i4g6,sms_received == true AND sms == lock,1,,,,DoorLock(lock),External SMS 3,switch,t_switch1.switchState.getValue() == 'on',Door Lock,lock,lock1.lock(),on,lock,,,,,MD,Anytime,anytime,Manually-triggered (e.g. |  a button press),"[[], [2, 3, 5, 14, 15, 20, 21], [3, 5, 8, 10, 12], [5, 8, 9, 12, 13, 15, 16, 18], [0, 5, 13, 19, 21], [0, 3, 9, 11, 13, 14, 21, 23], [10, 13, 14, 15, 16, 20], [], [], [], [2, 4, 6, 8, 11, 13, 18, 22], [2, 3, 12, 17], [3, 4, 9, 11, 18, 20, 22], [], [], [], [1, 2, 3, 4, 7, 8, 12], [], [0, 5, 6, 7, 9, 11, 12, 16, 20, 21], [], [4, 5, 7, 14, 19, 23], [2, 3, 13, 17], [7, 8, 11, 14, 16, 18, 20, 21, 23], [], [0, 7, 10, 13], [], [], []]"
12,114,r-3hwfvibwxm8i4g6,sms_received == true AND sms == unlock,1,,,,DoorLock(unlock),External SMS 4,switch,t_switch1.switchState.getValue() == 'on',Door Lock,lock,lock1.unlock(),on,unlock,,,,,MD,Anytime,anytime,Manually-triggered (e.g. |  a button press),"[[], [], [], [5, 7, 9, 12, 18], [], [], [], [2, 9, 10, 11, 12, 16, 17, 19, 20], [3, 4, 5, 6, 8, 15, 17, 19, 23], [], [8, 9, 10, 11, 15, 17, 19], [5, 6, 9, 16, 21, 22], [6, 15, 16, 20, 21], [0, 2, 4, 15, 19, 20, 21], [], [1, 9, 15, 20, 21], [3, 4, 7, 10, 11, 13, 19, 20], [], [], [4, 10, 16, 21, 23], [0, 1, 4, 19, 21, 23], [], [7, 12, 15, 18, 23], [1, 3, 5, 7, 10, 11, 21], [], [], [3, 4, 9, 12, 15, 19, 20, 22, 23], []]"
13,115,r-d6ygcdepfcknxlf,it is night AND I am in the house,0,Notify Me With Hue,,,switch on the Light Bulb,null && Presence Sensor,locationMode && presenceSensor,location.mode == 'night' && t_presenceSensor1.presenceState.getValue() == 'present',Light Bulb,switch,switch1.on(),present-night,on,,,,,FW,Anytime,17-20,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [17, 18, 19], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [17, 19]]"
13,116,r-d6ygcdepfcknxlf,Temperature < 68 OR Temperature > 80,0,Thermostat Mode Director,,,Turn on the Air Conditioner,Temperature Sensor,temperatureMeasurement,t_temperatureMeasurement1.currentTemperature.toInteger() < 68 || t_temperatureMeasurement1.currentTemperature.toInteger() > 80,Air Conditioner,thermostat,thermostat1.auto(),lesser|greater,auto,,,,,FD,Weekend,anytime,Executed at random (e.g. |  every time I enter the room),"[[11, 15, 20, 22], [0, 13], [], [], [], [], [1, 2, 21], [], [], [], [], [10, 12, 13, 20, 22], [], [4, 6, 13, 14, 16], [], [], [1, 15, 17], [], [], [], [], [], [1, 5, 19], [6], [8, 12, 18, 23], [], [], [1, 18]]"
13,117,r-d6ygcdepfcknxlf,Temperature > 74 AND Temperature < 76,0,Thermostat Mode Director,,,Turn off the Air Conditioner,Temperature Sensor,temperatureMeasurement,t_temperatureMeasurement1.currentTemperature.toInteger() >74 && t_temperatureMeasurement1.currentTemperature.toInteger() < 76,Air Conditioner,thermostat,thermostat1.off(),greater-lesser,off,,,,,FD,Weekend,anytime,Executed at random (e.g. |  every time I enter the room),"[[1, 4, 10, 16], [4, 9, 16], [], [3, 8, 9, 13, 17], [], [], [], [19, 20], [1], [5, 14, 19, 21, 22], [2], [], [], [], [], [], [0, 3, 5, 20, 23], [4, 14, 16, 19], [], [2, 9, 16], [], [2], [], [2, 21], [], [], [], [11, 12, 18]]"
13,118,r-d6ygcdepfcknxlf,Smart TV is On,0,Power Allowance,,,Turn off the Audio Player,Smart TV,switch,t_switch1.switchState.getValue() == 'on',Audio Player,switch,switch1.off(),on,off,,,,,FW,Anytime,"17-20,20-6",Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
13,119,r-d6ygcdepfcknxlf,There is nobody in the house,0,Lock It When I Leave,,,Lock the door,null,locationMode,location.mode == 'away',Door Lock,lock,lock1.lock(),away,lock,,,,,FD,Weekday,anytime,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [6, 7, 14, 23], [], [], [16], [], [2, 3, 9, 22], [0, 3, 5, 8, 10], [], [0, 3], [], [], [], [15, 17], [2, 8, 18, 20], [0, 3, 22], [8], [15], [], [8, 12, 18, 20], [], [], [], [2, 9, 13], [7, 21]]"
13,120,r-d6ygcdepfcknxlf,Glass Break Detector finds a shock,1,,,,Open the Security Camera,Glass Break Detector,shockSensor,t_shockSensor1.shock == 'detected',Security Camera,switch,switch1.on(),detected,on,,,,,FW,Anytime,20-6,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [5], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
13,121,r-d6ygcdepfcknxlf,When someone is sleeping,1,,,,Turn off the Smart TV AND turn off the Light AND turn on the Smoke Detector,Sleep Sensor,sleeping,t_sleepSensor1.sleeping == 'sleeping',Smart TV && Light Bulb && Smoke Detector,switch && switch && smoke,switch1.off() && switch2.off(),sleeping,off-off,,,,,FW,Anytime,20-6,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [4, 20], [], [], [], [], [], [], [], [], [], [], [], [], [], [0, 1, 23]]"
13,122,r-d6ygcdepfcknxlf,Gas sensor reading > Thres OR Moisture Sensor reading > Thres OR Smoke detect outputs YES,1,,,,Send alarm,Gas Sensor && Moisture Sensor,odorSensor && waterSensor,t_odorSensor1.odorLevel > 5 || t_waterSensor1.water == 'wet',Security Alarm,alarm,alarm1.strobe(),greater-wet,both,,,,,FW,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [1, 2, 22], [], [], [], [], [], [], [], [9, 12, 23], [], [], [], [], [], [8, 13], [5, 14, 16, 19]]"
13,123,r-d6ygcdepfcknxlf,Water Leak Detector outputs wet,0,Close The Valve,,,Close the valve,Water Leak Detector,waterSensor,t_waterSensor1.water=='wet',Water Valve,contactSensor,contactSensor1.closed(),wet,closed,,,,,FM,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [11], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [11, 13], [], [], [], [], [], [], []]"
14,124,r-515xv6poxphbd6v,airConditionerMode = auto AND temperature >=75,0,It's Too Hot,,,switch on the air conditioner AND,Air Conditioner,thermostat,t_thermostat1.currentTemperature.toInteger() >=75,Air Conditioner,thermostat,thermostat1.auto(),greater,auto,,,,,MD,Anytime,"13-17,17-20",Executed at random (e.g. |  every time I enter the room),"[[13, 15, 17, 19], [13, 14, 19], [13, 14, 15, 18], [13, 16, 17, 18], [], [13, 17, 18, 19], [], [], [], [], [], [16, 17, 18], [14, 15, 18, 19], [], [13, 15, 16, 17, 19], [], [], [], [14, 15, 16, 17, 18, 19], [13, 14, 16, 17, 18, 19], [], [13, 15, 17], [13, 14, 16, 17, 19], [], [13, 14, 17, 18, 19], [], [14, 15, 16, 17], []]"
14,125,r-515xv6poxphbd6v,bottlevolume <=10ml or temperature <=80,1,,,,switch on the Coffee Maker,Temperature Sensor,temperatureMeasurement,t_temperatureMeasurement1.currentTemperature.toInteger() <= 80,Coffee Maker,switch,switch1.on(),lesser,on,,,,,FW,Weekday,"13,Nov",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [11, 12], [12]]"
14,126,r-515xv6poxphbd6v,It is 8:00am,0,Smart turn it on,,,Open windowShade,External Time 1,switch,t_switch1.switchState.getValue() == 'on',Shades/Blinds,contactSensor,contactSensor1.open(),on,open,,,,,FD,Anytime,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [8], [], [], [8], [], [], [], [8], [8], [8], [8], [], [8], [], [8], [8], [8], [8], [8], [8], [8], [8], [8], [8], [], [8], []]"
14,127,r-515xv6poxphbd6v,It is 8:00pm,0,Smart turn it on,,,Close windowShade,External Time 2,switch,t_switch1.switchState.getValue() == 'on',Shades/Blinds,contactSensor,contactSensor1.closed(),on,closed,,,,,FD,Anytime,17-20,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [20], [], [20], [], [20], [20], [], [20], [20], [], [20], [], [20], [20], [20], [20], [], [], [20], [20], [20], [20], [20], [20], [], [], []]"
14,128,r-515xv6poxphbd6v,sessionStatus = start AND completionTime = 20min,1,,,,switch on Gas Stove,Session Status Switch,switch,t_switch1.switchState.getValue() == 'on',Gas Stove,switch,switch1.on(),on,on,,,,,FW,Weekday,17-20,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [], [17, 18], [], [], [], [], [], [19], [], [], [], [], [], [], [17, 18], [], [], [], [], [], [], [], []]"
14,129,r-515xv6poxphbd6v,sessionStatus = start AND set a timer or temperature = 180,1,,,,switch off the kettle,Session Status Temperature Measurement,temperatureMeasurement,t_temperatureMeasurement1.currentTemperature.toInteger() == 180,Kettle,switch,switch1.off(),fixed_number,off,,,,,FD,Weekend,"6-11,17-20",Manually-triggered (e.g. |  a button press),"[[6, 10, 19], [9, 18], [], [], [], [], [], [], [9, 18], [8, 9, 17, 19], [7, 17], [10, 18], [10, 17, 19], [6, 8, 17], [], [8, 19], [6, 7, 18], [8, 10, 19], [], [6, 18], [], [], [6, 17], [], [7, 18], [6, 8, 19], [], []]"
14,130,r-515xv6poxphbd6v,setRefrigerationSetpoint >=32,1,,,,switch on the Refrigerator,Smart Refrigerator,temperatureMeasurement,t_temperatureMeasurement1.currentTemperature.toInteger() >= 32,Refrigerator,switch,switch1.on(),greater,on,,,,,FD,Anytime,anytime,Scheduled-time (e.g. |  brew coffee at 7 am),"[[5, 8, 9, 16], [], [], [], [], [21], [], [], [], [], [], [4, 9, 13, 14, 18], [], [], [3, 23], [12], [], [5, 12, 17, 22], [], [15], [1, 17], [], [], [], [0, 4, 8, 17], [], [7, 8, 9], [10, 11]]"
14,131,r-515xv6poxphbd6v,sessionStatus = start AND completionTime = 20min,1,,,,switch on the Rice Cooker,Session Status Switch 2,switch,t_switch1.switchState.getValue() == 'on',Rice Cooker,switch,switch1.on(),on,on,,,,,FW,Weekend,13-17,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [13, 14, 15, 16], [], [], [], [], [], [], [], []]"
14,132,r-515xv6poxphbd6v,water = dry,0,Close The Valve,,,switch off the heater,Water Leak Detector,waterSensor,t_waterSensor1.water == 'dry',Heater,switch,switch1.off(),dry,off,,,,,MD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [8, 10, 15, 19, 21, 23], [], [6, 8, 11, 14, 16, 17, 18, 21, 22], [], [], [3, 9, 16, 20, 22], [], [5, 6, 11, 14, 17, 18, 23], [], [1, 4, 8, 14, 22, 23], [], [1, 5, 6, 11, 13, 16, 18, 20], [], [0, 7, 9, 17, 18, 22, 23], [], [1, 3, 7, 14, 18, 22], [], [4, 5, 7, 10, 12, 15], [0, 2, 6, 10, 11, 12, 20], [], [0, 7, 13, 16, 17, 21, 23], [4, 6, 7, 9, 14, 18, 22], [], [], [], [], [1, 4, 5, 6, 8, 10, 12, 22]]"
14,133,r-515xv6poxphbd6v,water = wet,0,Close The Valve,,,switch on the heater,Water Leak Detector,waterSensor,t_waterSensor1.water== 'wet',Heater,switch,switch1.on(),wet,on,,,,,MD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [2, 4, 7, 10, 14, 20], [], [], [0, 3, 5, 7, 17, 18, 23], [7, 8, 9, 13, 16, 17], [4, 5, 6, 8, 9, 10, 12, 20], [], [], [], [], [0, 2, 3, 5, 17, 19], [4, 10, 11, 18, 20], [], [], [4, 8, 12, 16, 20], [2, 3, 4, 5, 9, 11, 14, 22, 23], [], [], [0, 1, 14, 15, 16, 18, 19, 23], [], [], [0, 5, 7, 10, 11, 13, 16], [], [], [], [0, 10, 18, 20, 22, 23]]"
14,134,r-515xv6poxphbd6v,It is X:am,0,Smart turn it on,,,switch on pulse monitor,External Time 1,switch,t_switch1.switchState.getValue() == 'on',Pulse Monitor,switch,switch1.on(),on,on,,,,,FW,Not sure,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [8, 9, 10], [], [], [], [], [], [], [], [], [], [], [], [], [], [6, 8, 9], [], [], [], [], [], [], []]"
14,135,r-515xv6poxphbd6v,airQuality <= X,1,,,,switch on Air Qualifier,Air Purifier,airQualitySensor,t_airQualitySensor1.airQuality > 5,Air Purifier,switch,switch1.on(),greater,on,,,,,MD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [2, 5, 7, 9, 17, 20, 22, 23], [], [2, 3, 6, 21, 22], [1, 4, 6, 10, 16, 23], [], [1, 3, 6, 7, 14, 17, 19, 20, 22], [], [0, 1, 4, 7, 9, 11, 12, 18, 22], [], [], [], [1, 5, 7, 14, 16, 17, 20, 22], [1, 2, 3, 10, 11, 14, 18, 19], [], [], [], [6, 10, 11, 12, 13, 14, 16, 19, 20], [], [], [3, 4, 7, 8, 10, 15, 20, 21, 22], [], [], [], [], [], [0, 2, 3, 6, 7, 13, 14, 16, 19]]"
15,136,r-3nx4ykulhibisap,the illuminance sensor detects low light levels AND the motion sensor detects motion in the room,0,Lighting Director,,,turn the light bulbs on,Illuminance Sensor && Motion Sensor,illuminance && motionSensor,t_illuminanceMeasurement1.illuminance< 5&& t_motionSensor1.motion == 'active',Light Bulb,switch,switch1.on(),lesser-active,on,,,,,FD,Anytime,"6-11,20-6",Executed at random (e.g. |  every time I enter the room),"[[1, 10], [3, 9], [], [1, 7], [1, 6, 9], [8, 10, 20], [], [1, 3, 10], [4, 6, 21], [2, 6, 10], [], [6, 22], [9, 10, 22], [], [], [], [], [], [1, 7, 9, 23], [4, 6], [], [2, 6, 22], [6, 7, 21, 22], [9, 22], [], [], [8, 21], []]"
15,137,r-3nx4ykulhibisap,the presence sensor is not detected for more than 24 hours,1,,,,turn the heater/air conditioning off,Presence Sensor,presenceSensor,t_presenceSensor1.presenceState.getValue() == 'present',Air Conditioner,thermostat,thermostat1.off(),present,off,more than 24 hours,,,,NS,Weekend,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [0, 4, 15, 16, 23], [], [15, 20, 21], [], [], [], [], [], [], [], [], [], [0, 16, 22], [], [], [], [], [], [0, 1, 14, 21], [], [], [], [2, 4, 7, 9], [], [], [13, 16], [2, 11, 18, 23]]"
15,138,r-3nx4ykulhibisap,the temperature is below 60,0,It's Too Cold,,,set the thermostat to 60,Temperature Sensor,temperatureMeasurement,t_temperatureMeasurement1.currentTemperature.toInteger() < 60,Thermostat,thermostat,thermostat1.setHeatingSetpoint(60),lesser,heat,,,,,NS,Not sure,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [3, 5], [], [2, 3, 10, 12, 23], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
15,139,r-3nx4ykulhibisap,the temperature is above 80,0,It's Too Hot,,,set the thermostat to 80,Temperature Sensor,temperatureMeasurement,t_temperatureMeasurement1.currentTemperature.toInteger() > 80,Thermostat,thermostat,thermostat1.setHeatingSetpoint(80),greater,heat,,,,,NS,Not sure,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [1, 3], [0, 1, 9, 11, 18], [], [], [], [], [], [], [], [], [], [], [], [], [], [14], [], [], [12, 14, 21], [12, 21], [5, 10, 18, 21], []]"
